"","id","date","depVar","measured","variable","value"
"59",21,"1951",55,65.180429196007,"tfr",-163.122495030386
"60",22,"1952",54.7,58.5314293324297,"tfr",-169.548673824046
"61",23,"1953",47.9,48.507763815093,"tfr",-173.27399486385
"62",24,"1954",49,48.0693888519048,"tfr",-178.256611754587
"63",25,"1955",44.4,44.5303091201144,"tfr",-178.396311293579
"64",26,"1956",40.2,43.5626595453607,"tfr",-179.653607144513
"65",27,"1957",43.8,47.6788438305928,"tfr",-182.773563515348
"66",28,"1958",49.5,53.2686818234317,"tfr",-180.678070430459
"67",29,"1959",50.4,45.6619790584555,"tfr",-183.239228645323
"68",30,"1960",59.6,54.560848520472,"tfr",-181.376568125422
"69",31,"1961",72.4,62.612419481958,"tfr",-178.815409910557
"70",32,"1962",70.6,64.0815005530921,"tfr",-174.903822818764
"71",33,"1963",82,71.1500353466429,"tfr",-170.852536187978
"72",34,"1964",89.5,79.3089879174345,"tfr",-163.075928517388
"73",35,"1965",101.3,93.0511261283778,"tfr",-146.451683377266
"74",36,"1966",116.7,111.831007020029,"tfr",-130.945034549085
"75",37,"1967",115.2,122.244980225746,"tfr",-120.421002611641
"76",38,"1968",122.9,130.677796637921,"tfr",-113.668858226997
"77",1,"1931",77.1,81.3219322945341,"partic",59.2993874896479
"78",2,"1932",92.9,84.6671694646547,"partic",59.2993874896479
"79",3,"1933",98.3,96.2889346729926,"partic",59.5528036755011
"80",4,"1934",88.1,97.6490073933486,"partic",60.0596360472075
"81",5,"1935",79.4,102.119695432728,"partic",60.3130522330607
"82",6,"1936",91,108.376468777624,"partic",60.8198846047671
"83",7,"1937",100.4,111.48351445243,"partic",61.0733007906203
"84",8,"1938",108.9,117.070081808509,"partic",61.3267169764735
"85",9,"1939",123.6,124.492512674452,"partic",61.8335493481799
"86",10,"1940",157.3,114.623392277448,"partic",62.0869655340331
"87",11,"1941",154.3,105.915194129411,"partic",62.3403817198863
"88",12,"1942",143.9,100.650296716804,"partic",67.9155378086566
"89",13,"1943",147.5,115.925955925751,"partic",84.3875898891144
"90",14,"1944",97.3,121.164642406601,"partic",84.8944222608208
"91",15,"1945",76.6,119.56432328194,"partic",83.880757517408
"92",16,"1946",72.8,88.671450848767,"partic",64.1142950208587
"93",17,"1947",68.9,73.2493426865416,"partic",61.5801331623267
"94",18,"1948",66.7,73.0866362655238,"partic",61.0733007906203
"95",19,"1949",55,71.165029713769,"partic",61.3267169764735
"96",20,"1950",55,68.1042323711052,"partic",60.0596360472075
"97",21,"1951",55,65.180429196007,"partic",61.3267169764735
"98",22,"1952",54.7,58.5314293324297,"partic",60.8198846047671
"99",23,"1953",47.9,48.507763815093,"partic",59.0459713037947
"100",24,"1954",49,48.0693888519048,"partic",58.7925551179415
"101",25,"1955",44.4,44.5303091201144,"partic",59.8062198613543
"102",26,"1956",40.2,43.5626595453607,"partic",62.0869655340331
"103",27,"1957",43.8,47.6788438305928,"partic",64.8745435784183
"104",28,"1958",49.5,53.2686818234317,"partic",66.1416245076842
"105",29,"1959",50.4,45.6619790584555,"partic",67.155289251097
"106",30,"1960",59.6,54.560848520472,"partic",70.4496996671886
"107",31,"1961",72.4,62.612419481958,"partic",73.7441100832801
"108",32,"1962",70.6,64.0815005530921,"partic",73.4906938974269
"109",33,"1963",82,71.1500353466429,"partic",73.4906938974269
"110",34,"1964",89.5,79.3089879174345,"partic",77.7987690569313
"111",35,"1965",101.3,93.0511261283778,"partic",79.3192661720504
"112",36,"1966",116.7,111.831007020029,"partic",82.3602604022888
"113",37,"1967",115.2,122.244980225746,"partic",85.9080870042336
"114",38,"1968",122.9,130.677796637921,"partic",85.6546708183804
"115",1,"1931",77.1,81.3219322945341,"degrees",-2.62940937736494
"116",2,"1932",92.9,84.6671694646547,"degrees",-2.73543394903288
"117",3,"1933",98.3,96.2889346729926,"degrees",-2.94748309236876
"118",4,"1934",88.1,97.6490073933486,"degrees",-2.883868349368
"119",5,"1935",79.4,102.119695432728,"degrees",-2.79904869203364
"120",6,"1936",91,108.376468777624,"degrees",-2.79904869203364
"121",7,"1937",100.4,111.48351445243,"degrees",-2.58699954869776
"122",8,"1938",108.9,117.070081808509,"degrees",-2.67181920603211
"123",9,"1939",123.6,124.492512674452,"degrees",-2.60820446303135
"124",10,"1940",157.3,114.623392277448,"degrees",-2.54458972003059
"125",11,"1941",154.3,105.915194129411,"degrees",-2.48097497702982
"126",12,"1942",143.9,100.650296716804,"degrees",-2.37495040536188
"127",13,"1943",147.5,115.925955925751,"degrees",-2.43856514836264
"128",14,"1944",97.3,121.164642406601,"degrees",-2.35374549102829
"129",15,"1945",76.6,119.56432328194,"degrees",-2.65061429169853
"130",16,"1946",72.8,88.671450848767,"degrees",-3.18073715003823
"131",17,"1947",68.9,73.2493426865416,"degrees",-3.73206492271153
"132",18,"1948",66.7,73.0866362655238,"degrees",-4.4954418387207
"133",19,"1949",55,71.165029713769,"degrees",-4.81351555372452
"134",20,"1950",55,68.1042323711052,"degrees",-4.53785166738788
"135",21,"1951",55,65.180429196007,"degrees",-4.38941726705276
"136",22,"1952",54.7,58.5314293324297,"degrees",-4.1349582950497
"137",23,"1953",47.9,48.507763815093,"degrees",-7.76099864609329
"138",24,"1954",49,48.0693888519048,"degrees",-3.83808949437947
"139",25,"1955",44.4,44.5303091201144,"degrees",-3.75326983704511
"140",26,"1956",40.2,43.5626595453607,"degrees",-3.96531898038099
"141",27,"1957",43.8,47.6788438305928,"degrees",-4.41062218138635
"142",28,"1958",49.5,53.2686818234317,"degrees",-4.81351555372452
"143",29,"1959",50.4,45.6619790584555,"degrees",-5.2164089260627
"144",30,"1960",59.6,54.560848520472,"degrees",-6.04340058507264
"145",31,"1961",72.4,62.612419481958,"degrees",-6.63713818641311
"146",32,"1962",70.6,64.0815005530921,"degrees",-8.05786744676352
"147",33,"1963",82,71.1500353466429,"degrees",-8.90606402010705
"148",34,"1964",89.5,79.3089879174345,"degrees",-10.2843834517903
"149",35,"1965",101.3,93.0511261283778,"degrees",-12.5533092854842
"150",36,"1966",116.7,111.831007020029,"degrees",-14.779825290511
"151",37,"1967",115.2,122.244980225746,"degrees",-17.0487511242049
"152",38,"1968",122.9,130.677796637921,"degrees",-19.1692425575637
"153",1,"1931",77.1,81.3219322945341,"mconvict",46.024798409901
"154",2,"1932",92.9,84.6671694646547,"mconvict",44.0743446439748
"155",3,"1933",98.3,96.2889346729926,"mconvict",45.4101099503363
"156",4,"1934",88.1,97.6490073933486,"mconvict",43.3591782631352
"157",5,"1935",79.4,102.119695432728,"mconvict",45.2564378354452
"158",6,"1936",91,108.376468777624,"mconvict",48.2589545417801
"159",7,"1937",100.4,111.48351445243,"mconvict",48.5722092375197
"160",8,"1938",108.9,117.070081808509,"mconvict",56.5513382799451
"161",9,"1939",123.6,124.492512674452,"mconvict",61.2146959202959
"162",10,"1940",157.3,114.623392277448,"mconvict",56.2439940501628
"163",11,"1941",154.3,105.915194129411,"mconvict",50.2921548311092
"164",12,"1942",143.9,100.650296716804,"mconvict",45.4928564737393
"165",13,"1943",147.5,115.925955925751,"mconvict",47.9456998460404
"166",14,"1944",97.3,121.164642406601,"mconvict",51.1491723949252
"167",15,"1945",76.6,119.56432328194,"mconvict",51.2319189183282
"168",16,"1946",72.8,88.671450848767,"mconvict",57.2133104671685
"169",17,"1947",68.9,73.2493426865416,"mconvict",52.8395656587279
"170",18,"1948",66.7,73.0866362655238,"mconvict",49.1041511736814
"171",19,"1949",55,71.165029713769,"mconvict",47.9456998460404
"172",20,"1950",55,68.1042323711052,"mconvict",45.8297530333083
"173",21,"1951",55,65.180429196007,"mconvict",43.725627152491
"174",22,"1952",54.7,58.5314293324297,"mconvict",43.7551794822777
"175",23,"1953",47.9,48.507763815093,"mconvict",42.8567886567602
"176",24,"1954",49,48.0693888519048,"mconvict",43.7315376184483
"177",25,"1955",44.4,44.5303091201144,"mconvict",39.2336730249034
"178",26,"1956",40.2,43.5626595453607,"mconvict",37.4546227717404
"179",27,"1957",43.8,47.6788438305928,"mconvict",42.3484885844279
"180",28,"1958",49.5,53.2686818234317,"mconvict",44.9786459354496
"181",29,"1959",50.4,45.6619790584555,"mconvict",39.3223300142636
"182",30,"1960",59.6,54.560848520472,"mconvict",43.8911201992968
"183",31,"1961",72.4,62.612419481958,"mconvict",46.680860131167
"184",32,"1962",70.6,64.0815005530921,"mconvict",45.9124995567113
"185",33,"1963",82,71.1500353466429,"mconvict",49.7779442928196
"186",34,"1964",89.5,79.3089879174345,"mconvict",47.2305334652008
"187",35,"1965",101.3,93.0511261283778,"mconvict",45.0968552545967
"188",36,"1966",116.7,111.831007020029,"mconvict",47.5556090928552
"189",37,"1967",115.2,122.244980225746,"mconvict",46.1666495928774
"190",38,"1968",122.9,130.677796637921,"mconvict",50.221229239621
